entry_date,exit_date,entry_price,exit_price,shares,position_value,pnl,pnl_pct,prediction
9,14,561.1500244140625,587.5900268554688,8.901362884579115,4995.0,230.12170434371467,0.046070411280022955,0.013680691
11,16,564.3400268554688,594.2000122070312,4.429948933323254,2499.9975000000004,129.64593454694509,0.0518584256772037,0.15590581
13,18,586.8400268554688,592.8499755859375,2.132180307220534,1251.2487487499998,11.550231287430007,0.009230963306831446,0.0140256975
14,19,587.5900268554688,582.8599853515625,5.507578655457809,3236.19829006906,-29.26122284078633,-0.009041851029518311,0.042315118
17,22,594.8499755859375,591.1500244140625,4.93103178973234,2933.2241397357643,-21.159556411859842,-0.007213753673037061,0.032026045
19,24,582.8599853515625,590.0499877929688,6.349229541490685,3700.7118375469686,41.904613090915376,0.011323392614835965,0.059268795
20,25,583.0900268554688,589.3900146484375,3.1765356795433015,1852.2062746922584,18.139917594355182,0.009793681104643221,0.12592444
22,27,591.1500244140625,596.0900268554688,4.028766643821712,2381.6054998537657,17.50060943942522,0.007348240269221659,0.0059561376
24,29,590.0499877929688,593.0499877929688,5.188425613262784,3061.4304697704324,12.488281093178133,0.004079230678759982,0.048467763
25,30,589.3900146484375,599.1400146484375,4.184807702652524,2466.4838731672653,38.29458935259398,0.015525984081711863,0.3390901
45,50,617.8499755859375,620.3400268554688,8.447662287673324,5219.387938197208,15.794689153591023,0.00302615734653488,0.016516427
47,52,620.4500122070312,625.8200073242188,4.210337032270106,2612.303663067703,19.97457615263147,0.007646345421104204,0.0042359326
55,60,622.1400146484375,628.8599853515625,8.41812865738457,5237.254686217668,51.27575368859086,0.009790578606674956,0.06189259
56,61,624.219970703125,634.2100219726562,4.199234394086039,2621.245970451942,39.28737035235688,0.014988051787289215,0.20108017
60,65,628.8599853515625,635.260009765625,6.2868598019226,3953.5545629443736,36.242265600928306,0.009167007821421646,0.040171407
62,67,634.4199829101562,632.0800170898438,5.213723639839741,3307.690462485406,-15.495425641151899,-0.004684666179285894,0.0037137214
66,71,634.4600219726562,632.780029296875,5.750405803329815,3648.4025923323243,-13.299381585064044,-0.00364526152158063,0.102361165
67,72,632.0800170898438,632.25,5.490565789984055,3470.4769183660333,-2.5381078693315793,-0.0007313426739419344,0.2650871
68,73,621.719970703125,637.1799926757812,2.7938200146245817,1736.973697642199,41.4123525972869,0.023841669366381775,0.2640962
75,80,642.6900024414062,639.8099975585938,8.255346492432196,5305.628657375903,-29.05729142668216,-0.005476691510682079,0.02136595
76,81,644.8900146484375,638.1099853515625,4.117705473334504,2655.4671430166395,-30.545712724382007,-0.011502952617851541,0.07032288
78,83,643.4400024414062,645.3099975585938,2.065555918247182,1329.061305079828,2.5296555968387455,0.00190334003944747,0.02501429
80,85,639.8099975585938,645.1599731445312,5.159098158952727,3300.8425804840895,24.27260556617225,0.0073534574807298195,0.14817499
81,86,638.1099853515625,646.6300048828125,4.643744862150532,2963.2199659632697,36.56201216077744,0.012338608871681261,0.20680542
83,88,645.3099975585938,645.0499877929688,3.328975664331861,2148.2212778226112,-3.012921893894613,-0.0014025193423968143,0.11955885
86,91,646.6300048828125,649.1199951171875,6.548522108593908,4234.4708830552845,12.054979460832342,0.002846867954405286,0.10302251
87,92,648.9199829101562,647.239990234375,3.265969199260422,2119.35267696917,-7.600670206719748,-0.003586316845381895,0.12855823
88,93,645.0499877929688,648.8300170898438,3.3055850383084153,2132.2675886094635,10.350445491219899,0.0048541963243787034,0.0739922
92,97,647.239990234375,657.4099731445312,6.555774964193994,4243.159723803681,62.36228750553076,0.014697134108736201,0.10830467
93,98,648.8300170898438,660.9099731445312,4.922613112325794,3193.939149797034,56.2115459712559,0.01759944173477068,0.13533184
94,99,650.3300170898438,660.0,2.458085129803522,1598.5665444734152,22.147305011238938,0.013854477993303992,0.06401459
97,102,657.4099731445312,663.7000122070312,4.48835722105662,2950.6908001578954,25.253019504495292,0.008558341491810654,0.13206014
99,104,660.0,663.2100219726562,5.923966039140716,3909.8175858328723,15.08722750392733,0.0038588059858842335,0.057624094
100,105,659.1799926757812,661.0999755859375,2.968633337559199,1956.8637017093529,3.737161847649785,0.0019097711528837252,0.20814686
102,107,663.7000122070312,661.8200073242188,3.7153746802368546,2465.8942206268953,-9.443831838409789,-0.0038297797851235154,0.08248905
105,110,661.0999755859375,668.4500122070312,6.313704881523827,4173.990143032216,42.185565988852304,0.010106771828216727,0.12197263
106,111,658.0499877929688,669.219970703125,3.1746555814007196,2089.0820665876236,33.33630567470069,0.01595739401906471,0.34939745
107,112,661.8200073242188,669.2100219726562,3.4338377782127694,2272.582543526954,23.07815282634214,0.010155033924763765,0.18477294
113,118,671.6099853515625,663.0399780273438,8.11518283429299,5450.237824464766,-74.9278669754027,-0.013747632560008681,0.11325575
117,122,653.02001953125,664.3900146484375,4.17727473822734,2727.844031144615,44.72025375227415,0.01639399219372133,0.19911316
118,123,663.0399780273438,671.2999877929688,6.1086109368608605,4050.2532613538165,46.356475545527694,0.011445327626261282,0.03741584
119,124,662.22998046875,671.2899780273438,3.061099341761446,2027.1517573075857,25.67866725310108,0.012667363043015026,0.10886469
122,126,664.3900146484375,671.760009765625,3.6115613749976845,2399.4853148384427,24.19108719461831,0.010081781724197422,0.13672554
123,126,671.2999877929688,671.760009765625,4.837180132139837,3247.1989636578633,-1.0242150263237564,-0.00031541492769202284,0.08441827
124,126,671.2899780273438,671.760009765625,3.948534858464483,2650.611878378824,-0.7965311118938414,-0.0003005083914364024,0.08107328
