sharpe_ratio,sortino_ratio,annual_return,total_return,max_drawdown,max_drawdown_pct,return_dd_ratio,win_rate,profit_factor,total_trades,mean_return,std_return,drawdown_info
0.30155642453697573,0.25031373476033064,0.013603240692080742,0.019380383775171595,-0.08000535805181012,-8.000535805181013,0.17002912084052563,0.5573770491803278,1.1859260547988215,61,5.84962255617201e-05,0.003079353372289518,"{'max_drawdown': -0.08000535805181012, 'max_drawdown_pct': -8.000535805181013, 'peak_date': Timestamp('2023-07-31 00:00:00-0400', tz='UTC-04:00'), 'trough_date': Timestamp('2023-10-27 00:00:00-0400', tz='UTC-04:00'), 'recovery_date': Timestamp('2023-12-11 00:00:00-0500', tz='UTC-05:00'), 'drawdown_duration': 88}"
