Model,Sharpe,Return,Ann. Return,Max DD,Win Rate,Profit Factor,Trades
XGBoost,0.30155642453697573,0.019380383775171595,0.013603240692080742,-0.08000535805181012,0.5573770491803278,1.1859260547988215,61
Ridge (Baseline),0.0881880139266476,0.0027122646141812,0.0019084261382371,-0.0415937993032831,0.5,1.08849158070742,12
