Date,Open,High,Low,Close,Volume,fear_greed_value,fear_greed_classification,VIX,BTC_Close,BTC_Volume,BTC_return_1d,BTC_return_5d,BTC_return_10d,return_1d,return_5d,return_10d,return_20d,volatility_20d,volatility_60d,volume_ratio,price_position,sma_20,sma_50,trend,fear_greed_ma5,fear_greed_ma10,fear_greed_extreme_fear,fear_greed_extreme_greed,fear_greed_change_5d,vix_ma5,vix_ma20,vix_regime,vix_spike,vix_zscore,btc_return_5d,btc_return_10d,btc_volatility_10d,btc_momentum,composite_sentiment,rsi_14,rsi_30,rsi_7,macd,macd_signal,macd_hist,stoch_k,stoch_d,willr,roc,momentum,rsi_14_ma,rsi_divergence,macd_crossover,atr_14,atr_20,bb_middle,bb_upper,bb_lower,bb_width,bb_position,bb_squeeze,hist_vol_20,hist_vol_60,vol_ratio,parkinson_vol,plus_di,minus_di,adx,aroon_up,aroon_down,aroon_osc,trend_strength,di_diff,linreg_slope_20,linreg_slope_50,obv,mfi,ad,vwap,volume_sma_20,volume_ratio_adv,volume_trend,obv_slope,pv_corr,higher_high,lower_low,gap_up,gap_down,body_size,upper_shadow,lower_shadow,is_doji,bullish_engulfing,bearish_engulfing,resistance_20,support_20,distance_to_resistance,distance_to_support,weekly_return,weekly_high,weekly_low,weekly_range,monthly_return,monthly_high,monthly_low,position_in_weekly_range,position_in_monthly_range,sma_10,sma_50_adv,sma_200,trend_alignment,spread,spread_ma,spread_ratio,price_impact,liquidity,intraday_vol,overnight_return,intraday_momentum,target,rsi_research_14,rsi_research_30,macd_research,macd_signal_research,atr_research_14,bollinger_pct_b_research,bb_width_research,adx_research,stochastic_k_research
2020-10-15,343.7099914550781,348.0199890136719,343.1300048828125,347.5,60357700,56.0,Greed,26.969999313354492,11495.349609375,24487233058.0,0.005760771167350187,0.017615254635541033,0.06504101379069493,-0.0012358597557926565,0.010820877403898477,0.031034865861285343,0.034718925051375304,0.012615167352215654,0.011312931607647177,0.8171654609880348,0.8094684751288882,336.9595016479492,339.0888018798828,0,53.0,48.4,0,0,10.0,25.90199966430664,26.923499965667723,2,0,0.03924791894876921,0.017615254635541033,0.06504101379069493,0.018177461565888207,1,0.1999466756184896,69.41855009758922,45.81486610686909,78.0205337244519,3.4897518360717754,1.8389661000623758,1.6507857360093996,71.44111761505589,80.42187780842991,-28.558882384944116,3.1034865861285343,10.459991455078125,61.36608687841878,8.052463219170441,1,5.178567068917411,5.918495178222656,336.9595016479492,354.704079522858,319.21492377304037,0.10532172435041245,0.7970061735578188,0,0.20025957336854272,0.17958722179749942,1.1151103701261842,0.00902942063300796,37.103471093304734,16.468982749345663,25.146647110074586,12.5,62.5,-50.0,1,20.63448834395907,1.371195421720798,0.01971095127504013,300617000.0,56.30502389012032,728421593.3396434,297.562178471627,73862275.0,0.8171654609880348,0,-0.1460738948020259,-0.43286355098859247,0,1,0,0,0.011026762791727623,0.001512871393323566,0.001687430062216936,0,0,0,354.0199890136719,319.79998779296875,0.01876255831272482,0.07971226534397483,0.010820877403898477,354.0199890136719,343.1300048828125,0.03133808382981115,0.034718925051375304,354.0199890136719,319.79998779296875,0.40128571949008385,0.8094684751288882,343.79100036621094,339.0888018798828,311.68640075683595,1,0.01407189677945144,0.015038739483556296,0.9357098575208365,-0.001512373949514632,4289236946.3094664,0.014150519482502802,-0.012128880261942624,0.011026762791727623,-0.008316588916366885,58.559219128278414,56.627952434458,3.4897518360717754,1.8389661000623758,5.178567068917411,0.7970061735578188,0.10532172435041245,27.635525185666722,71.44111761505589
2020-10-16,348.9599914550781,350.75,347.1000061035156,347.2900085449219,89501900,52.0,Neutral,27.40999984741211,11322.123046875,25635480772.0,-0.01506927308750361,-0.005451300384082147,0.06768099787529369,-0.0006042919570593552,0.0012685669126812904,0.04028879809062191,0.05032516242430951,0.011967621521576627,0.011185841040568094,1.2253236856543313,0.8033319629258705,337.79150238037107,339.34800231933593,0,53.8,49.5,0,0,4.0,26.383999633789063,27.002499961853026,2,0,0.3511613805718511,-0.005451300384082147,0.06768099787529369,0.019292871961723045,1,0.1934933430989583,65.20426140529466,50.86552168329295,69.42299697365245,3.530603239601703,2.1772935279702414,1.3533097116314616,70.52131218979459,74.38484003660324,-29.478687810205418,4.028879809062191,13.45001220703125,63.3765420475392,1.8277193577554556,1,4.994282313755581,5.7074951171875,337.79150238037107,355.8481249538288,319.73487980691334,0.10690986863917624,0.7630200117964779,0,0.18998010198621704,0.17756972159065884,1.0698901833284795,0.008662802113422246,34.682517893953964,17.07667415785263,26.040996070727008,16.666666666666664,66.66666666666666,-49.99999999999999,1,17.605843736101335,1.419150285075474,0.027353666564278973,211115100.0,57.54436182132287,648237834.6805797,297.7715930623016,73043475.0,1.2253236856543313,1,-0.4870488490889512,-0.330065700398683,0,0,0,0,0.004785599928498474,0.005129552351998794,0.0005444820210305087,0,0,0,354.0199890136719,319.79998779296875,0.019378560578080895,0.07915580660420093,0.0012685669126812904,354.0199890136719,343.1300048828125,0.03135703263242817,0.05032516242430951,354.0199890136719,319.79998779296875,0.38200272949168124,0.8033319629258705,345.13600158691406,339.34800231933593,311.7985008239746,1,0.01050993062477422,0.014427083564699069,0.7284861543666705,-0.0004931692450614323,8515936245.804582,0.010460778530515118,0.004201414259217626,-0.004785599928498474,-0.004347979292441018,58.28391682100548,56.50706590895398,3.530603239601703,2.1772935279702414,4.994282313755581,0.7630200117964779,0.10690986863917624,28.912269515288944,70.52131218979459
2020-10-19,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,68425600,55.0,Greed,29.18000030517578,11742.037109375,23860769928.0,0.02252631185070797,0.02734416085695135,0.06123924923245849,-0.015203428401004304,-0.029566107104119665,0.006622321448460422,0.045998129763500595,0.01224376133325178,0.011344346488517676,0.95710560933103,0.6490362706129645,338.5435028076172,339.4968023681641,0,54.4,50.8,0,0,3.0,27.205999755859374,27.07249994277954,2,1,1.6877900863837776,0.02734416085695135,0.06123924923245849,0.02119747396974693,1,0.17637333984375003,60.35668946849361,49.75049126705838,45.35922609760196,3.101178046416578,2.362070431659509,0.739107614757069,47.3938400706864,63.11875662517895,-52.6061599293136,0.6622321448460422,2.25,64.45213344943977,-4.095443980946158,1,5.361424037388393,5.675994873046875,338.5435028076172,355.9433123254531,321.14369328978125,0.10279216333224776,0.5996133594006997,0,0.194363685598877,0.18008591757099976,1.0792830900964157,0.008884176676295964,32.30751466520082,23.27473487170897,25.603781064116045,20.833333333333336,70.83333333333334,-50.00000000000001,1,9.032779793491851,1.3085488685091633,0.02191600126378714,142689500.0,56.46818463395388,595825043.2328867,297.91717530811553,71492215.0,0.95710560933103,0,-0.7099559901544461,-0.2612612156368815,0,0,0,0,0.019044842240355277,0.0019503590640622315,0.0027821633090035916,0,0,0,354.0199890136719,319.79998779296875,0.035115870603545075,0.06493968403988085,-0.029566107104119665,352.4700012207031,341.0400085449219,0.03342005306690899,0.045998129763500595,354.0199890136719,319.79998779296875,0.08486455312945548,0.6490362706129645,345.3610015869141,339.4968023681641,311.89650085449216,1,0.024238992399739305,0.01481327028956964,1.63630258045089,-0.01588479709155845,2822955615.8629913,0.02401719823164395,0.003915993314234914,-0.019044842240355277,-0.007660580223903257,51.70218269246152,53.53446919260767,3.101178046416578,2.362070431659509,5.361424037388393,0.5996133594006997,0.10279216333224776,28.743868610394593,47.3938400706864
2020-10-20,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,60051900,56.0,Greed,29.350000381469727,11916.3349609375,30915821592.0,0.014843919324981414,0.03662223123854935,0.05488259580267907,0.004005716435394158,-0.019278553411208543,0.025229189358419335,0.03960041650998258,0.012112190400516936,0.011321984274969518,0.8420748713387466,0.6890711937081353,339.1975036621094,339.65300231933594,0,54.4,51.7,0,0,0.0,27.861999893188475,27.196999931335448,2,1,1.598769528531451,0.03662223123854935,0.05488259580267907,0.019128299884693164,1,0.1588800028483073,59.35226646227493,54.87863971782003,40.011490234179405,2.838680106159245,2.4573923665594566,0.38128773959978846,53.394698252757344,57.10328350441278,-46.605301747242656,2.5229189358419335,8.45001220703125,65.74209413141116,-6.389827669136231,1,5.2864227294921875,5.667494201660157,339.1975036621094,356.27294237046743,322.12206495375136,0.10068139372492366,0.6224712668335679,0,0.19227506179218978,0.17973092843611968,1.069793960701252,0.008792595196503217,28.009732978112346,23.604945989063804,25.698926873626824,25.0,75.0,-50.0,1,4.404786989048542,1.2474809919084817,0.02143630743312856,202741400.0,54.60016173333091,556734427.1506617,298.04466678532344,71314205.0,0.8420748713387466,0,-0.5157866227723449,-0.3071556443524164,0,0,0,0,0.00023288468600595833,0.009957530754150986,0.0021545165456972443,1,0,0,354.0199890136719,319.79998779296875,0.030986032906868154,0.06867032661931219,-0.019278553411208543,351.92999267578125,341.0400085449219,0.03171408927720142,0.03960041650998258,354.0199890136719,319.79998779296875,0.21487600989791028,0.6890711937081353,346.2060028076172,339.65300231933594,311.99520080566407,1,0.012347807601150243,0.01466771656862995,0.8418357106489684,0.004756959946507011,4863365340.10049,0.012298536828800097,0.0042395884566266894,-0.00023288468600595833,-0.015027094148566844,53.179578310292094,54.18143771033581,2.838680106159245,2.4573923665594566,5.2864227294921875,0.6224712668335679,0.10068139372492366,29.1354376443357,53.394698252757344
2020-10-21,343.3299865722656,345.6700134277344,342.3999938964844,342.7300109863281,63575000,61.0,Greed,28.649999618530273,12823.689453125,43414712626.0,0.07614375520341321,0.13262233593764416,0.1264480713627274,-0.0018929287880528056,-0.014945482708927371,0.0057811983925522,0.06226752859462126,0.010624488307345963,0.011287113981513998,0.9103295665091506,0.6700766328286013,340.2020034790039,339.85160278320313,1,56.0,53.5,0,0,8.0,28.311999893188478,27.20049991607666,2,0,1.073282167082881,0.13262233593764416,0.1264480713627274,0.02768172382862866,1,0.15968000284830725,56.48211499470166,51.4954236045269,11.012847340622585,2.548818330954191,2.4756775594384033,0.07314077151578768,50.54759234480205,50.445376889415265,-49.45240765519795,0.57811983925522,1.970001220703125,65.96381365364675,-9.481698658945092,1,5.244997297014509,5.375994873046875,340.2020034790039,355.4412060521372,324.9628009058706,0.08958914067108843,0.5829442188720916,0,0.16865852321130598,0.17917737968835679,0.9412936136506391,0.00824141787084475,27.61815229538604,24.118250169461376,26.01165974787371,29.166666666666668,79.16666666666666,-49.999999999999986,1,3.499902125924663,1.0365113451964887,0.011893435108421273,139166400.0,46.719823490144286,505991666.3995791,298.176845295154,69837345.0,0.9103295665091506,0,-0.6144704878208916,-0.205980845878417,0,0,0,0,0.0017475187411607417,0.006815678638592236,0.0009612241946547437,0,0,0,354.0199890136719,319.79998779296875,0.03294131726268383,0.06690404241919182,-0.014945482708927371,350.75,341.0400085449219,0.028331313698307752,0.06226752859462126,354.0199890136719,319.79998779296875,0.17404777843778776,0.6700766328286013,346.4030029296875,339.85160278320313,312.09520080566404,1,0.00954109481641059,0.013734529911861994,0.6946793867455417,-0.0020793884517051322,6663281369.379485,0.009504975120095753,-0.00014566459850783993,-0.0017475187411607417,-0.046888240915849644,52.36120050988425,53.81368280376267,2.548818330954191,2.4756775594384033,5.244997297014509,0.5829442188720916,0.08958914067108843,29.741682917377982,50.54759234480205
2020-10-22,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,55399300,73.0,Greed,28.110000610351562,12965.8916015625,34729759598.0,0.011089019970212055,0.14155446931120896,0.12206698188375054,0.005485292518808249,-0.008316588916366885,0.002414295698448976,0.06525497790282064,0.010637423021459282,0.011207001355557288,0.8055356410767007,0.7093881682558503,341.257502746582,339.99500244140626,1,59.4,56.2,0,0,17.0,28.54000015258789,27.180499935150145,2,0,0.697318412503579,0.14155446931120896,0.12206698188375054,0.02773922164315117,1,0.1807999959309896,62.64974733553511,55.685179418689785,27.038109020742894,2.4426417518127437,2.4690703979132715,-0.026428646100527864,52.08751901523239,52.00993653759726,-47.91248098476761,0.2414295698448976,0.829986572265625,66.04611836622117,-3.396371030686055,0,5.154996599469866,5.255494689941406,341.257502746582,354.4068470284741,328.10815846468995,0.07706405969721217,0.6274771780672431,0,0.16886385543224733,0.17790563117741004,0.9491765623981507,0.00799313675119698,28.100335537123684,21.671089047366337,25.644662259492097,33.33333333333333,83.33333333333334,-50.000000000000014,1,6.429246489757347,0.8357666703991325,0.017183669366184814,194565700.0,48.3397134989574,546183185.4188936,298.2911496664351,68773245.0,0.8055356410767007,0,-0.35277878496558746,-0.2002148966021765,0,1,0,0,0.00481103900628157,0.0018369631983590129,0.0067354724053762405,0,0,0,354.0199890136719,321.6400146484375,0.02730624201881302,0.06665497716118589,-0.008316588916366885,350.75,340.6499938964844,0.0293085126166958,0.06525497790282064,354.0199890136719,321.6400146484375,0.39207812495278843,0.7093881682558503,346.4860015869141,339.99500244140626,312.19600067138674,1,0.013319394483616095,0.013318583098175723,1.000060921303294,0.006809496983641232,4159295653.5836477,0.013384259762560602,0.0006710251841913376,0.00481103900628157,-0.0424537157572763,54.540231959370814,54.73297963918191,2.4426417518127437,2.4690703979132715,5.154996599469866,0.6274771780672431,0.07706405969721217,29.70282522557468,52.08751901523239
2020-10-23,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,49143900,74.0,Greed,27.549999237060547,12931.5390625,28974975003.0,-0.0026494544392426933,0.12611115268697226,0.13177427823182342,0.003395181444149742,-0.004347979292441018,-0.0030849280824271075,0.051866234366042985,0.010193328214629137,0.011194596905644203,0.7261539634531511,0.6390716127540292,342.1100021362305,340.1740026855469,1,63.8,58.8,0,0,22.0,28.568000030517577,27.238999938964845,2,0,0.23531862438025014,0.12611115268697226,0.13177427823182342,0.028472395172763572,1,0.21525333251953127,57.958742339332765,56.15029459008018,40.218372260280624,2.424953004534757,2.460246919237569,-0.03529391470281196,58.044822340625544,53.55997790021999,-41.95517765937445,-0.30849280824271075,-1.07000732421875,65.03142829758917,-7.0726859582564074,0,4.922138759068081,5.001495361328125,342.1100021362305,353.98903964671297,330.230964625748,0.06944571884076142,0.6544736532664305,0,0.16181406892780034,0.17770871663968657,0.9105578611311823,0.007510115095374463,26.237167527073247,22.69631065157807,25.104944452894227,37.5,87.5,-50.0,1,3.5408568754951766,0.7025712551030876,0.023044366183973472,243709600.0,48.58236344170085,588110405.7505338,298.39533983464935,67676970.0,0.7261539634531511,0,0.15439208280222494,-0.2358032688802866,0,0,0,0,0.0004335961022753959,0.00017343844091015836,0.007660491870006918,1,0,0,354.0199890136719,331.19000244140625,0.023830152881787674,0.04219444846259911,-0.004347979292441018,349.3299865722656,340.6499938964844,0.025102645342194828,0.051866234366042985,354.0199890136719,331.19000244140625,0.591014886121522,0.6390716127540292,346.3790008544922,340.1740026855469,312.2916506958008,1,0.008271112735436037,0.012524465012063984,0.6603964901869281,0.0046755669108197746,5941630948.311109,0.00830044634395635,0.0038304384095896454,-0.0004335961022753959,-0.05564228787754555,55.892427345950416,55.305718389706605,2.424953004534757,2.460246919237569,4.922138759068081,0.6544736532664305,0.06944571884076142,29.499940887260035,58.04482234062555
2020-10-26,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,91473000,75.0,Greed,32.459999084472656,13075.248046875,29461458313.0,0.003382214014740148,0.0196167097362685,0.15484065954254733,-0.018479912526513598,-0.007660580223903257,-0.0370001937926433,0.015560047185860792,0.010660705623563993,0.011440268685071513,1.3252848138816098,0.3591772680669382,342.37000274658203,340.2250030517578,1,67.8,61.1,0,1,20.0,29.223999786376954,27.552499866485597,2,1,2.8239690595058176,0.0196167097362685,0.15484065954254733,0.026685878661796593,1,0.22976000569661453,55.662808954108876,50.47806276262078,26.07667045961945,1.8737171834986839,2.342940972089792,-0.4692237885911079,20.489243379424842,43.540528245094265,-79.51075662057515,-3.70001937926433,-13.03997802734375,63.66157660953199,-7.998767655423116,0,5.091424124581473,5.197996520996094,342.37000274658203,353.73569172473447,331.0043137684296,0.06639418691458886,0.3689042035255065,0,0.16923345528250855,0.18160863523475482,0.9318579761570831,0.007908532652392282,22.264322359754097,30.190850626856776,25.121206438500906,41.66666666666667,91.66666666666666,-49.999999999999986,1,-7.926528267102679,0.5386616642313735,0.01303477494513387,152236600.0,48.48179582621009,590347800.5957279,298.5647156795029,69021390.0,1.3252848138816098,1,0.06690821679240588,-0.28543150222688435,0,0,0,1,0.008008623024202483,0.002484453545098367,0.011019260156797179,0,0,0,354.0199890136719,331.19000244140625,0.04310667295379643,0.024161029650578737,-0.007660580223903257,346.8800048828125,335.6199951171875,0.0331771981485338,0.015560047185860792,354.0199890136719,331.19000244140625,0.3348149433013161,0.3591772680669382,345.0750030517578,340.2250030517578,312.36005081176756,1,0.021686011819660084,0.013188346449561624,1.644331372594547,-0.013944106452856429,4218064637.1900444,0.021692615435597747,-0.010555827142604854,-0.008008623024202483,-0.027077998894357136,47.57017956149509,51.616016060218605,1.8737171834986839,2.342940972089792,5.091424124581473,0.3689042035255065,0.06639418691458886,29.670535692259087,20.489243379424842
2020-10-27,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,65994100,61.0,Greed,33.349998474121094,13654.21875,33749878156.0,0.04427990207523247,0.053087529156463864,0.20215677548445932,-0.0034474008581141247,-0.015027094148566844,-0.034015946922617,0.017600885126387578,0.010608053060329168,0.011422847899773046,0.9460720129818418,0.3079282923379847,342.6625030517578,340.2312030029297,1,68.8,61.6,0,0,5.0,30.023999404907226,27.906499767303465,2,1,2.5462288968683753,0.053087529156463864,0.20215677548445932,0.026920644891245963,1,0.2164266825358073,46.342147291516326,48.992033184757425,24.678891891615578,1.3271499598648688,2.1397827696448073,-0.8126328097799385,14.130472641147993,30.88817945373279,-85.86952735885201,-3.4015946922617,-11.910003662109375,60.641807027028605,-14.299659735512279,0,4.764995029994419,5.1469970703125,342.6625030517578,353.21673333120145,332.1082727723142,0.0616013143279319,0.28953927887534747,1,0.16839762175325185,0.18133208884149565,0.9286697287232489,0.007813290434992504,23.789554294675412,32.25909455426952,25.89029093221788,45.83333333333333,95.83333333333334,-50.000000000000014,1,-8.469540259594105,0.3214810708411557,0.002647737317581819,86242500.0,41.92755212018033,538606595.6527512,298.68439881936484,69755895.0,0.9460720129818418,0,-0.5746182082199295,-0.41219582977481994,0,0,0,0,0.004532636274599273,0.0010595283176817276,0.000676980750285451,0,0,0,354.0199890136719,331.19000244140625,0.04671511955515185,0.020785283998356732,-0.015027094148566844,345.989990234375,335.6199951171875,0.030660502275915467,0.017600885126387578,354.0199890136719,331.19000244140625,0.2507239467457711,0.3079282923379847,343.8840026855469,340.2312030029297,312.4114007568359,1,0.0062976904828954215,0.01302936240212042,0.4833460217416721,-0.0036439095654929813,10479095333.651436,0.0062822018081483706,0.0010901767913554124,-0.004532636274599273,-0.006475082589740722,46.21333307751478,50.971896616405935,1.3271499598648688,2.1397827696448073,4.764995029994419,0.28953927887534747,0.0616013143279319,30.647929749066403,14.130472641147993
2020-10-28,332.1000061035156,338.25,326.1300048828125,326.6600036621094,127094300,70.0,Greed,40.279998779296875,13271.28515625,35867318895.0,-0.02804507535445777,0.026272672735082603,0.15569710246484392,-0.03417892944495127,-0.046888240915849644,-0.06113295623091719,-0.02457526538964705,0.0130564745872084,0.01226013135812475,1.7924196148014806,0.01900319400721524,342.2510025024414,339.9916027832031,1,70.6,63.3,0,0,9.0,32.349999237060544,28.60199966430664,2,1,3.371833666206525,0.026272672735082603,0.15569710246484392,0.030305863489769228,1,0.1688000203450521,30.212649783921748,44.31456571226203,18.27196378761559,-0.038361487369854785,1.704153918241875,-1.7425154056117298,1.900319400721524,12.173345140431453,-98.09968059927847,-6.1132956230917195,-21.269989013671875,56.363997813276896,-26.151348029355148,0,5.409994942801339,5.456996154785156,342.2510025024414,354.57464427838903,329.92736072649376,0.07201522675370237,-0.13256459104326485,0,0.2072651085419288,0.19462355168749595,1.064953890445547,0.00842489342230986,18.02218993442784,44.071872307951416,27.98248230948065,50.0,100.0,-50.0,1,-26.049682373523577,-0.029849564401736084,-0.03318128423243922,-40851800.0,34.19472465118349,422627782.61529416,298.8648495612524,70906555.0,1.7924196148014806,1,-1.2935464307476516,-0.5718814774036645,0,0,0,0,0.016380615300894033,0.01851849979962789,0.001595901142897523,0,0,0,354.0199890136719,326.1300048828125,0.08375676558144879,0.001622478336359462,-0.046888240915849644,345.989990234375,326.1300048828125,0.06079711360104335,-0.02457526538964705,354.0199890136719,326.1300048828125,0.026686765871918275,0.01900319400721524,341.7570037841797,339.9916027832031,312.40745071411135,1,0.03710278265264511,0.014076773112663307,2.6357448795752676,-0.019068598201448433,3425465438.732874,0.03648917719489678,-0.018094716737919764,-0.016380615300894033,0.05167453833825597,35.45347939260361,45.20598456143431,-0.038361487369854785,1.704153918241875,5.409994942801339,-0.13256459104326485,0.07201522675370237,32.45849386634008,1.9003194007215238
