sharpe_ratio,sortino_ratio,annual_return,total_return,max_drawdown,max_drawdown_pct,return_dd_ratio,win_rate,profit_factor,total_trades,mean_return,std_return,drawdown_info
1.2831477486430867,1.7124850195921253,0.12719243241562306,0.18541458426598711,-0.08000535805181012,-8.000535805181013,1.5897989273825308,0.5900900900900901,1.5238322134253717,222,0.0004953118205173673,0.0061277677488290275,"{'max_drawdown': np.float64(-0.08000535805181012), 'max_drawdown_pct': np.float64(-8.000535805181013), 'peak_date': Timestamp('2023-07-31 00:00:00'), 'trough_date': Timestamp('2023-10-27 00:00:00'), 'recovery_date': Timestamp('2023-12-11 00:00:00'), 'drawdown_duration': 88}"
