entry_date,exit_date,entry_price,exit_price,shares,position_value,pnl,pnl_pct,prediction
2023-07-24,2023-07-31,441.200927734375,444.6882019042969,11.321372386159712,4995.0,34.44624876083123,0.006896145898064311,0.00390967
2023-07-25,2023-07-31,442.4053955078125,444.6882019042969,5.6509200054632975,2499.9975,10.38705887815864,0.004154827706091163,0.00390967
2023-07-26,2023-07-31,442.473388671875,444.6882019042969,2.8278508511116103,1251.24874875,5.005649574123098,0.004000523140681461,0.00390967
2023-07-31,2023-08-07,444.6882019042969,437.8108215332031,11.28857149263497,5019.89455912795,-82.57805876026303,-0.01645015802375905,0.00390967
2023-08-01,2023-08-07,443.4156494140625,437.8108215332031,5.666144688766726,2512.457226843539,-34.23846518969797,-0.013627481822929412,0.00390967
2023-08-02,2023-08-07,437.2473754882813,437.8108215332031,2.875911697882548,1257.4848420351911,0.36131580860940504,0.0002873321383537548,0.00390967
2023-08-07,2023-08-14,437.8108215332031,435.28521728515625,11.333034586229504,4961.725182661344,-33.55586271661049,-0.006762942622028086,0.00390967
2023-08-08,2023-08-14,435.9068603515625,435.28521728515625,5.696958868504996,2483.343453922003,-6.021276959149521,-0.0024246654040704584,0.00390967
2023-08-09,2023-08-14,432.9927368164063,435.28521728515625,2.870517893271201,1242.9133986879622,5.331112200627979,0.004289206477503244,0.00390967
2023-08-14,2023-08-21,435.28521728515625,426.7662048339844,11.359492800552161,4944.619291937515,-101.61950823823175,-0.02055153334128841,0.00390967
2023-08-15,2023-08-21,430.2146606445313,426.7662048339844,5.752435195739499,2474.7819556147265,-22.291963512581734,-0.009007647506886924,0.00390967
2023-08-16,2023-08-21,427.0576477050781,426.7662048339844,2.9003774442193238,1238.6283687851708,-2.0830774040544044,-0.0016817614197690769,0.00390967
2023-08-21,2023-08-28,426.7662048339844,430.0883483886719,11.438780670399323,4881.685014634659,33.081585191538764,0.006776673442134112,0.00390967
2023-08-22,2023-08-28,425.6102600097656,430.0883483886719,5.74065895349559,2443.283349824647,23.238187618941154,0.009511048982758773,0.00390967
2023-08-23,2023-08-28,430.3505554199219,430.0883483886719,2.8415516168998693,1222.8633165872359,-1.967193055384577,-0.001608677788188638,0.00390967
2023-08-28,2023-09-05,430.0883483886719,436.3829040527344,11.413548278192842,4908.834128222329,66.86253761836566,0.013620859021076572,0.00390967
2023-08-29,2023-09-05,436.3051452636719,436.3829040527344,5.6310852802125835,2456.8714811752757,-2.0194429750507736,-0.0008219571070460501,0.00390967
2023-08-30,2023-09-05,438.1022033691406,436.3829040527344,2.806797516359722,1229.6641763282257,-6.050563502445088,-0.00492050075046673,0.00390967
2023-09-05,2023-09-11,436.3829040527344,435.6155090332031,11.316210950671064,4938.200997527193,-13.613520917113648,-0.002756777402120859,0.00390967
2023-09-06,2023-09-11,433.44927978515625,435.6155090332031,5.702096449410229,2471.5695992623605,9.868126456530419,0.003992655703272754,0.00390967
2023-09-07,2023-09-12,432.1184997558594,433.2258605957031,2.8626883253776683,1237.0205844308114,1.9298383348221004,0.0015600697022435358,0.00390967
2023-09-11,2023-09-18,435.6155090332031,432.4534606933594,9.913417455350025,4318.438391070942,-35.633796892731674,-0.00825154689399071,0.00390967
2023-09-12,2023-09-18,433.2258605957031,432.4534606933594,6.417516597646101,2780.2341509024404,-7.732166455020373,-0.0027811205946486834,0.00390967
2023-09-13,2023-09-18,433.7310180664063,432.4534606933594,3.2082261460802997,1391.5071925266716,-5.486101466886175,-0.003942560625162576,0.00390967
2023-09-18,2023-09-25,432.4534606933594,421.3406982421875,11.360511517217477,4912.892520867465,-131.0333116696928,-0.026671316564148322,0.00390967
2023-09-19,2023-09-25,431.5566711425781,421.3406982421875,5.6977515842451005,2458.902706694166,-60.60877040872206,-0.024648706206926985,0.00390967
2023-09-20,2023-09-25,427.5892333984375,421.3406982421875,2.8781847356611374,1230.6808047004301,-19.1971348731542,-0.015598792798126992,0.00390967
2023-09-25,2023-10-02,421.3406982421875,416.5446166992188,11.410192160541657,4807.578332000156,-59.47706614287717,-0.012371523048722162,0.00390967
2023-09-26,2023-10-02,415.150634765625,416.5446166992188,5.795951526183993,2406.192955166078,5.665179308604374,0.0023544160481566026,0.00390967
2023-09-27,2023-10-02,415.3163757324219,416.5446166992188,2.899716082557078,1204.2995740606218,2.3536889605312186,0.0019544048766829,0.00390967
2023-10-02,2023-10-09,416.5446166992188,421.3992004394531,11.479862589642222,4781.874962162221,50.89234935137134,0.010642760372044386,0.00390967
2023-10-03,2023-10-09,410.96875,421.3992004394531,5.823626294121371,2393.328418562192,58.28897397472811,0.02435477451512718,0.008026704
2023-10-04,2023-10-09,413.9613952636719,421.3992004394531,2.8936535802508874,1197.860873490377,20.303048271041508,0.016949421022394395,0.00390967
2023-10-09,2023-10-16,421.3992004394531,425.0546875,11.501095400088088,4846.552405774993,37.15351090594506,0.007665967020530751,0.00390967
2023-10-10,2023-10-16,423.5924682617188,425.0546875,5.726493412511887,2425.6994790903836,5.939315967739353,0.002448496204470698,0.00390967
2023-10-11,2023-10-16,425.3276062011719,425.0546875,2.854417563271237,1214.0625892847372,-1.9923074993209413,-0.0016410253613816613,0.00390967
2023-10-16,2023-10-23,425.0546875,409.8671875,11.450484510190202,4867.082115202487,-178.59741138021766,-0.03669496572132262,0.00390967
2023-10-17,2023-10-23,425.0351867675781,409.8671875,5.731230435730744,2435.974598658845,-89.28034235109274,-0.036650769018793175,0.00390967
2023-10-18,2023-10-23,419.3715515136719,409.8671875,2.9072198202958095,1219.205286628752,-28.822849451042003,-0.023640686082276284,0.00390967
2023-10-23,2023-10-30,409.8671875,405.119873046875,11.513193316829986,4718.880163912902,-59.32097244948744,-0.0125709851466748,0.00390967
2023-10-24,2023-10-30,412.9573669433594,405.119873046875,5.71923329403238,2361.7995220384073,-47.14143110055286,-0.019959963011537202,0.00390967
2023-10-25,2023-10-30,407.0305480957031,405.119873046875,2.9041571113288676,1182.0806607802228,-6.72543229074256,-0.005689486778595543,0.00390967
2023-10-30,2023-11-06,405.119873046875,424.7134704589844,11.508551295806138,4662.342839910431,220.60608412583807,0.047316572740514325,0.00390967
2023-10-31,2023-11-06,407.6641845703125,424.7134704589844,5.724080455669012,2333.5025913751706,95.16039006294653,0.0407800661609152,0.00390967
2023-11-01,2023-11-06,412.01177978515625,424.7134704589844,2.8346714931118817,1167.9180469832727,34.80119729997494,0.02979763639226766,0.00390967
2023-11-06,2023-11-13,424.7134704589844,429.1001281738281,11.389917505068233,4837.451391819066,45.076254433727335,0.009318182402816236,0.00390967
2023-11-07,2023-11-13,425.9222106933594,429.1001281738281,5.684475617423328,2421.144421605443,15.625585215870636,0.006453801382698777,0.00390967
