sharpe_ratio,sortino_ratio,annual_return,total_return,max_drawdown,max_drawdown_pct,return_dd_ratio,win_rate,profit_factor,total_trades,mean_return,std_return,drawdown_info
0.08818801392664766,0.03710185994746177,0.0019084261382371626,0.002712264614181281,-0.04159379930328319,-4.159379930328319,0.045882467343792796,0.5,1.08849158070742,12,8.850010582514501e-06,0.0015930686762783293,"{'max_drawdown': -0.04159379930328319, 'max_drawdown_pct': -4.159379930328319, 'peak_date': Timestamp('2023-09-14 00:00:00-0400', tz='UTC-04:00'), 'trough_date': Timestamp('2023-10-27 00:00:00-0400', tz='UTC-04:00'), 'recovery_date': None, 'drawdown_duration': 43}"
