feature,importance
sma_20,0.02632619576745188
sma_50,0.018156102397000228
price_position,0.00639914272714401
return_5d,0.005184945865823556
return_20d,0.005175046600513745
return_1d,0.0014167596985608822
volume_ratio,0.0010840733937769785
volatility_60d,0.0010048704266889504
return_10d,0.00043718096714956325
trend,0.00015969083016140404
volatility_20d,0.00012839846697964685
