sharpe_ratio,sortino_ratio,annual_return,total_return,max_drawdown,max_drawdown_pct,return_dd_ratio,win_rate,profit_factor,total_trades,mean_return,std_return,drawdown_info
0.4207862543633956,0.3793964328867371,0.020762669489921004,0.029624463521422895,-0.08000535805181012,-8.000535805181013,0.25951598737268883,0.5833333333333334,1.2655476695719128,72,8.716986551827494e-05,0.003288554940976644,"{'max_drawdown': -0.08000535805181012, 'max_drawdown_pct': -8.000535805181013, 'peak_date': Timestamp('2023-07-31 00:00:00-0400', tz='UTC-04:00'), 'trough_date': Timestamp('2023-10-27 00:00:00-0400', tz='UTC-04:00'), 'recovery_date': Timestamp('2023-12-11 00:00:00-0500', tz='UTC-05:00'), 'drawdown_duration': 88}"
