entry_date,exit_date,entry_price,exit_price,shares,position_value,pnl,pnl_pct,prediction
2023-07-24 00:00:00-04:00,2023-07-31 00:00:00-04:00,441.200927734375,444.6882019042969,11.321372386159712,4995.0,34.44624876083123,0.006896145898064311,0.0037097584
2023-07-25 00:00:00-04:00,2023-07-31 00:00:00-04:00,442.4053955078125,444.6882019042969,5.6509200054632975,2499.9975,10.38705887815864,0.004154827706091163,0.0037097584
2023-07-26 00:00:00-04:00,2023-07-31 00:00:00-04:00,442.473388671875,444.6882019042969,2.8278508511116103,1251.24874875,5.005649574123098,0.004000523140681461,0.0037097584
2023-07-31 00:00:00-04:00,2023-08-07 00:00:00-04:00,444.6882019042969,437.8108215332031,11.28857149263497,5019.89455912795,-82.57805876026303,-0.01645015802375905,0.0037097584
2023-08-01 00:00:00-04:00,2023-08-07 00:00:00-04:00,443.4156494140625,437.8108215332031,5.666144688766726,2512.457226843539,-34.23846518969797,-0.013627481822929412,0.0037097584
2023-08-02 00:00:00-04:00,2023-08-07 00:00:00-04:00,437.2473754882813,437.8108215332031,2.875911697882548,1257.4848420351911,0.36131580860940504,0.0002873321383537548,0.0037097584
2023-08-07 00:00:00-04:00,2023-08-14 00:00:00-04:00,437.8108215332031,435.28521728515625,11.333034586229504,4961.725182661344,-33.55586271661049,-0.006762942622028086,0.0037097584
2023-08-08 00:00:00-04:00,2023-08-14 00:00:00-04:00,435.9068603515625,435.28521728515625,5.696958868504996,2483.343453922003,-6.021276959149521,-0.0024246654040704584,0.0017624247
2023-08-09 00:00:00-04:00,2023-08-14 00:00:00-04:00,432.9927368164063,435.28521728515625,2.870517893271201,1242.9133986879622,5.331112200627979,0.004289206477503244,0.0017624247
2023-08-14 00:00:00-04:00,2023-08-21 00:00:00-04:00,435.28521728515625,426.7662048339844,11.359492800552161,4944.619291937515,-101.61950823823175,-0.02055153334128841,0.0037097584
2023-08-15 00:00:00-04:00,2023-08-21 00:00:00-04:00,430.2146606445313,426.7662048339844,5.752435195739499,2474.7819556147265,-22.291963512581734,-0.009007647506886924,0.0037097584
2023-08-16 00:00:00-04:00,2023-08-21 00:00:00-04:00,427.0576477050781,426.7662048339844,2.9003774442193238,1238.6283687851708,-2.0830774040544044,-0.0016817614197690769,0.0037097584
2023-08-21 00:00:00-04:00,2023-08-28 00:00:00-04:00,426.7662048339844,430.0883483886719,11.438780670399323,4881.685014634659,33.081585191538764,0.006776673442134112,0.0037097584
