Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,return_1d,return_5d,return_10d,return_20d,volatility_20d,volatility_60d,volume_ratio,price_position,sma_20,sma_50,trend,target
2020-03-30 00:00:00-04:00,236.38842593105377,242.61014323861284,234.3823154204851,241.88905334472656,171369500,0.0,0.0,0.0,0.03247577442321492,0.17358168766005644,0.09730480447897216,-0.14850508035907461,0.05827219736775383,0.03507296619719222,0.6240203680958942,0.46284990959097333,242.11469345092775,277.17995880126955,0,0.012268205256212639
2020-03-31 00:00:00-04:00,240.88135875947594,243.44214600085613,236.86913806298492,238.28358459472656,194881100,0.0,0.0,0.0,-0.014905464716758798,0.060045101707602244,0.02557617166463788,-0.13647207397070538,0.058076824853735824,0.03510231781107021,0.7235001781731646,0.42457993198809163,240.23177490234374,275.8439166259766,0,0.028632339859887335
2020-04-01 00:00:00-04:00,229.25146926758248,238.20040095463813,225.47960689763795,227.55967712402344,189554600,0.0,0.0,0.0,-0.04500481008350776,-0.002593076581833942,0.031655935174820904,-0.2085997230562222,0.05757106727535456,0.035504849287789055,0.702038980235999,0.3154740425024575,237.23273086547852,274.30534576416017,0,0.1132638801299588
2020-04-02 00:00:00-04:00,226.67213727806453,233.59644935324113,226.11744636689545,232.81065368652344,177660400,0.0,0.0,0.0,0.02307516265123777,-0.0358730900766544,0.05322356921201865,-0.16249818996164533,0.057753801815766705,0.03567428485524317,0.6590498956144994,0.4261592037551881,234.97415008544922,272.87105834960937,0,0.10471382592104495
2020-04-03 00:00:00-04:00,231.82151280078162,234.18818235380274,226.69992382075606,229.44561767578125,135561200,0.0,0.0,0.0,-0.014453960578939662,-0.020637608349300063,0.0847465012169446,-0.16072920198058993,0.05773806005634541,0.0356836940003952,0.5117154760305642,0.4364669659619536,232.77708740234374,271.3624853515625,0,0.11068156915884786
2020-04-06 00:00:00-04:00,238.36678923826204,246.83498925904706,229.42711173202002,244.85659790039062,188061200,0.0,0.0,0.0,0.06716615632374334,0.012268205256212639,0.18797942868920225,-0.02848895667428364,0.057476699409883515,0.036818555582347326,0.7265331408801589,0.6795635520514274,232.41807403564454,270.2163555908203,0,0.07147189972008339
2020-04-07 00:00:00-04:00,253.50042654973578,254.25850325350686,244.88433607330947,245.106201171875,201427200,0.0,0.0,0.0,0.001019385524526184,0.028632339859887335,0.09039667332650314,-0.07534524140649612,0.056184149420781745,0.03682170890233607,0.7896116660306656,0.7555808328503291,231.4194534301758,269.1720886230469,0,0.04763684627299036
2020-04-08 00:00:00-04:00,247.72239719029454,255.15518661293638,245.21707698942527,253.33396911621094,153774500,0.0,0.0,0.0,0.03356817536642587,0.1132638801299588,0.11037710163299219,0.00467041021608372,0.05562237391684185,0.03709899873239714,0.6150501613984465,0.9658814899904911,231.47833709716798,268.2300637817383,0,0.018501857702712732
2020-04-09 00:00:00-04:00,256.6159493233561,259.96257501604964,254.6653191618094,257.18914794921875,189999200,0.0,0.0,0.0,0.015217772991348522,0.10471382592104495,0.06508432733485381,0.1278703311814431,0.050713391220016536,0.03716713951899708,0.7919656992375881,0.9523355996451687,232.93625564575194,267.37010650634767,0,0.030337674875355658
2020-04-13 00:00:00-04:00,256.20925310466913,256.5513046584559,250.91199627601884,254.8410186767578,114839100,0.0,0.0,0.0,-0.00912997026190454,0.11068156915884786,0.08775975793376167,0.029560011604176317,0.04733254574992122,0.037174460676587355,0.5011043669292613,0.9119804105486092,233.30209655761718,266.4437030029297,0,0.021511609213220595
2020-04-14 00:00:00-04:00,259.75918967799674,263.3831185856774,254.7023065223596,262.3569641113281,134143400,0.0,0.0,0.0,0.029492683217153592,0.07147189972008339,0.08461693691211347,0.1901553758929284,0.039600308696878334,0.0373752016356683,0.60693650118346,0.9833435665181864,235.3979820251465,265.7769885253906,0,-0.03788039962716849
2020-04-15 00:00:00-04:00,256.60663502047424,262.49553860871043,254.65597732067624,256.78228759765625,121775000,0.0,0.0,0.0,-0.02124844115556368,0.04763684627299036,0.07763314050521908,0.10519487069828348,0.0387126914958773,0.03745352761698936,0.5690356344810408,0.8928559929084839,236.62003707885742,264.9548468017578,0,0.004824439325610053
2020-04-16 00:00:00-04:00,258.06733065404563,258.88087360957286,254.9333733739503,258.0211181640625,131798300,0.0,0.0,0.0,0.004824439325610053,0.018501857702712732,0.133861330025693,0.1697547707862226,0.03638018031054549,0.0374644227731503,0.6453978876657755,0.9129645627587188,238.49223785400392,264.0666790771484,0,-7.143840519197031e-05
2020-04-17 00:00:00-04:00,263.8268205525899,265.6017976989735,261.0718734284647,264.9916687011719,146684800,0.0,0.0,0.0,0.02701542643760324,0.030337674875355658,0.13822827480214794,0.19880884616515648,0.03657630061082915,0.03765138699959425,0.7442883207970505,0.9904407113043391,240.6895309448242,263.2480712890625,0,-0.012803735745395728
2020-04-20 00:00:00-04:00,261.26601395870415,265.1303430857355,260.10119398463854,260.32305908203125,100109300,0.0,0.0,0.0,-0.017617948677493556,0.021511609213220595,0.1345741170349195,0.23072530382493306,0.03505160959870782,0.037705974813249846,0.5419277214613865,0.9172945613630826,243.12968215942382,262.3155041503906,0,0.01938978221781129
2020-04-21 00:00:00-04:00,255.83009403466087,257.0411545821082,251.47579447793697,252.4187774658203,126385700,0.0,0.0,0.0,-0.03036335560930925,-0.03788039962716849,0.030884115969405324,0.22466912313410736,0.03533022743559726,0.03787472654425176,0.7232530682433003,0.7334575639182441,245.44503021240234,261.2575717163086,0,0.046476784639241986
2020-04-22 00:00:00-04:00,257.3277615377955,259.7776159747217,255.99651455834245,258.0211181640625,92951600,0.0,0.0,0.0,0.022194627335126782,0.004824439325610053,0.052691106673107946,0.1478508807567518,0.030121503377603547,0.03796095697587558,0.5545408868277598,0.8275503837308731,247.10677261352538,260.26609893798826,0,0.05055556370342362
2020-04-23 00:00:00-04:00,259.3061997684544,262.49565246091066,257.6976209563086,258.002685546875,104709700,0.0,0.0,0.0,-7.143840519197031e-05,-7.143840519197031e-05,0.018429097554313323,0.13084034956106239,0.030108878765163917,0.03792826204448442,0.6632107740042167,0.8106007672979428,248.5993423461914,259.2635952758789,0,0.040848417691873085
2020-04-24 00:00:00-04:00,259.5279696881477,262.27366254824574,257.46637954454104,261.5987854003906,85063200,0.0,0.0,0.0,0.013938226440911583,-0.012803735745395728,0.01714550355772615,0.08334573445845184,0.027622044050142864,0.037982685266337725,0.5699204667249251,0.9002294685650711,249.60562973022462,258.2933102416992,0,-0.0006357858295353847
2020-04-27 00:00:00-04:00,263.58643565736423,266.49852768084895,263.12419793259676,265.37066650390625,77896600,0.0,0.0,0.0,0.014418572692310283,0.01938978221781129,0.04131849684883071,0.1327043560642327,0.026490519185757185,0.03803407678574992,0.5488293431205361,0.9725038797850495,251.16013259887694,257.4050796508789,0,-0.012123165724166496
2020-04-28 00:00:00-04:00,269.04084563004807,269.39215082857385,263.84529791564745,264.150390625,105270000,0.0,0.0,0.0,-0.00459838268857149,0.046476784639241986,0.006835825836553289,0.09203118939222033,0.025873056305156416,0.03797298568422566,0.7593742084216382,0.8806318255708915,252.27319946289063,256.48251861572265,0,0.0016101565677104634
2020-04-29 00:00:00-04:00,269.5124087829115,272.6094081249225,268.4770004780296,271.0655212402344,118745600,0.0,0.0,0.0,0.026178763540241734,0.05055556370342362,0.055623905278692876,0.13757530423786202,0.025863251233256637,0.03812175261764794,0.8807679364559685,0.9672418120916174,253.91229629516602,255.71425262451172,0,-0.03055861251762637
2020-04-30 00:00:00-04:00,269.6787739628933,271.16719437484034,266.7944145558796,268.54168701171875,122901700,0.0,0.0,0.0,-0.009310790309914996,0.040848417691873085,0.04077406114086668,0.1800934612214251,0.02319563943721122,0.03807784003375422,0.9346998014303751,0.9125070020840447,255.96139678955078,254.86591522216796,1,-0.009639443909443823
2020-05-01 00:00:00-04:00,263.76213297084365,268.70808310699516,260.25836252346903,261.4324645996094,125180000,0.0,0.0,0.0,-0.02647344064610402,-0.0006357858295353847,-0.013431381141179144,0.12294029701761344,0.024189150706822815,0.03817732097553563,0.9714127385516491,0.7565439103767331,257.3924873352051,253.90094451904298,1,0.0341243143882084
2020-05-04 00:00:00-04:00,259.5372523753031,262.4585984481411,258.04886030775276,262.1535339355469,80873200,0.0,0.0,0.0,0.002758147642611286,-0.012123165724166496,0.007031550950462817,0.1425519327459268,0.023721494778387323,0.03817598508767651,0.6411919689027461,0.7578666476131604,259.0278831481934,253.01417877197267,1,0.03149129472062917
2020-05-05 00:00:00-04:00,264.99173947915517,267.4046076168223,262.283004121062,264.5757141113281,79569900,0.0,0.0,0.0,0.009239548059561065,0.0016101565677104634,0.048161776106985466,0.0805333259549712,0.019060616624805356,0.03820015150358629,0.6592101894786375,0.7102372178280069,260.0138389587402,252.3791537475586,1,0.0016770060315236535
2020-05-06 00:00:00-04:00,266.28590470946597,266.67416858210794,262.3476304390231,262.7821350097656,73632600,0.0,0.0,0.0,-0.006779076861180844,-0.03055861251762637,0.018452043303974097,0.07211540855914866,0.019205151515138436,0.03818673159742935,0.6441192363183295,0.6412399855074081,260.89763565063475,251.88784454345702,1,-0.009322662293886341
2020-05-07 00:00:00-04:00,266.01781453590644,267.8944985976931,265.44464426276255,265.9530944824219,75250400,0.0,0.0,0.0,0.012066876131204385,-0.009639443909443823,0.03081521775129903,0.04981221195970842,0.01800744799616004,0.038226670639197075,0.6816840795635687,0.6932208463915503,261.5285919189453,251.4810934448242,1,-0.00942000523021258
2020-05-08 00:00:00-04:00,269.1056204111253,270.82515983445404,267.96850517613757,270.3536682128906,76452400,0.0,0.0,0.0,0.016546428004655445,0.0341243143882084,0.03346683280314244,0.05118614206176053,0.018058872720599552,0.03828547513793854,0.7301233268034948,0.8960364522856288,262.1868179321289,251.4195083618164,1,-0.02106457549309748
