Date,Adj Close,Close,High,Low,Open,Volume,return_1d,return_5d,return_10d,return_20d,volatility_20d,volatility_60d,volume_ratio,price_position,sma_20,sma_50,sma_200,momentum_10,momentum_20,momentum_60,trend,rsi,macd,macd_signal,macd_diff,bb_middle,bb_upper,bb_lower,bb_width,bb_position,atr,target,fear_greed_value,fear_greed_classification,VIX,BTC_Close,BTC_Volume,BTC_return_1d,BTC_return_5d,BTC_return_10d,rsi_7,rsi_30,stoch_k,stoch_d,willr,roc,sma_10,trend_alignment,hist_vol_20,hist_vol_60,vol_ratio,parkinson_vol,atr_20,plus_di,minus_di,adx,di_diff,aroon_up,aroon_down,aroon_osc,trend_strength,linreg_slope_20,linreg_slope_50,obv,mfi,ad,vwap,volume_sma_20,volume_ratio_adv,volume_trend,obv_slope,pv_corr,higher_high,lower_low,gap_up,gap_down,body_size,upper_shadow,lower_shadow,is_doji,bullish_engulfing,bearish_engulfing,resistance_20,support_20,distance_to_resistance,distance_to_support,weekly_return,weekly_high,weekly_low,weekly_range,position_in_weekly_range,monthly_return,monthly_high,monthly_low,position_in_monthly_range,spread,spread_ma,spread_ratio,price_impact,liquidity,intraday_vol,overnight_return,intraday_momentum,fear_greed_ma5,fear_greed_ma10,fear_greed_extreme_fear,fear_greed_extreme_greed,fear_greed_change_5d,vix_ma5,vix_ma20,vix_regime,vix_spike,vix_zscore,btc_return_5d,btc_return_10d,btc_volatility_10d,btc_momentum,composite_sentiment,rsi_research_14,rsi_research_30,rsi_14_ma,rsi_divergence,macd_research,macd_signal_research,macd_crossover,atr_research_14,bollinger_pct_b_research,bb_width_research,bb_squeeze,adx_research,stochastic_k_research,momentum
2021-10-14,653.030029296875,653.030029296875,662.760009765625,648.5999755859375,650.0,1326000,0.0213009754686217,0.0236864290060134,0.0494319327625589,-0.0050581951893861,0.020825101220368,0.0156649771361169,1.2347058494887984,0.8858316267598167,637.7989990234375,627.54580078125,551.4429498291015,0.0494319327625589,-0.0050581951893861,0.1514644326247776,1,46.23199243277804,0.5163885398153525,0.4592677984248517,0.0571207413905007,637.7989990234375,672.7746260537175,602.8233719931576,0.1096760173152754,0.7177377729390138,20.3028564453125,0.0510083703110237,70.0,Greed,16.860000610351562,57321.5234375,36615791366,-0.0013862839213726,0.0428120224291521,0.1671377723983076,63.642709799162475,50.38110159465591,82.4937432944259,57.01423145943354,-17.506256705574096,4.943193276255897,630.6469909667969,1,0.02082510122036797,0.015664977136116913,1.3294051462324805,0.015598841394132663,17.527999877929688,22.428208962531144,28.314094861313794,33.19555395670638,-5.88588589878265,44.0,52.0,-8.0,0.08,-1.4285420582706845,1.1082433129501743,8785600,45.36910955928278,1847296.4726429451,539.2988976498615,1073940.0,1.2347058494887984,1,0.07357487627543227,-0.5665180375381419,1,0,1,0,0.004639954000488259,0.6871438546884024,0.09887154199605169,0,0,0,670.489990234375,607.1799926757812,0.02673684234138412,0.07021122240038642,0.0236864290060134,662.760009765625,612.1400146484375,0.08269349153111552,0.8077838520880006,-0.0050581951893861,670.489990234375,607.1799926757812,0.7242147905417196,14.1600341796875,15.297500610351562,0.9256436420800429,0.017237901299434446,865917818.8476562,0.02178466796875,0.016562185921793555,0.004661583533653846,72.6,64.7,0,0,-6.0,18.82400016784668,20.792999935150146,0,0,-0.8339613827621092,0.0428120224291521,0.1671377723983076,0.04165342985774388,1,0.7604625882563042,46.23199243277804,50.38110159465591,40.60830135874766,5.623691074030383,0.5163865079144898,0.4592648103355039,1,20.3028564453125,0.7177377729390138,0.1096760173152754,0,33.19555395670638,82.4937432944259,30.760009765625
2021-10-15,663.1799926757812,663.1799926757812,665.6099853515625,654.9000244140625,656.8599853515625,919300,0.0155428738703407,0.0738365463973613,0.048008858199839,0.0186626773453575,0.0210138050936052,0.0156451621553333,0.8713744075829384,0.9310974827184338,638.4064971923829,628.8994006347656,552.0219497680664,0.048008858199839,0.0186626773453575,0.1499566128632303,1,54.01485541482821,2.76558139924191,0.9205305185882632,1.8450508806536463,638.4064971923829,674.7452611995309,602.0677331852348,0.1138420870306318,0.8408687136211528,19.76571219308036,0.0353901384201669,71.0,Greed,16.299999237060547,61593.94921875,51780081801,0.0745344074099565,0.124560425813913,0.1956551180061074,71.69060915354846,50.50050495417094,95.84118949104634,77.40439837003105,-4.158810508953669,4.800885819983902,633.6849914550781,1,0.021013805093605196,0.015645162155333348,1.3431503544015175,0.01563610599831488,17.6969970703125,24.067621278491675,25.907057686963192,31.091866556944332,-1.8394364084715171,40.0,48.0,-8.0,0.08,-0.8570454303483478,1.113608958231732,9704900,51.200714045663766,2349434.8639532398,539.7096418221845,1055000.0,0.8713744075829384,1,0.5004715595479212,-0.6081371777295809,1,0,0,0,0.009529852218127013,0.22689089997264522,0.1830035561229142,0,0,0,670.489990234375,607.1799926757812,0.011022644891772992,0.08444163065603452,0.0738365463973613,665.6099853515625,612.1400146484375,0.08734924922990653,0.9545540675667654,0.0186626773453575,670.489990234375,607.1799926757812,0.8845364422605085,10.7099609375,15.372998046875,0.6966735379034998,0.017816746726219163,609661367.2668457,0.01630478515412664,0.005864900361184398,0.009621544111620951,72.0,69.1,0,0,-3.0,18.329999923706055,20.567499923706055,0,0,-1.0585723900209512,0.124560425813913,0.1956551180061074,0.037462159398964856,1,0.7756350425142835,54.01485541482821,50.50050495417094,41.40201612704798,12.612839287780233,2.765579517852302,0.9205277518388637,0,19.765712193080358,0.8408687136211528,0.1138420870306318,0,31.091866556944332,95.84118949104634,30.3800048828125
2021-10-18,666.219970703125,666.219970703125,666.2999877929688,657.3300170898438,663.5,1134700,0.0045839411033468,0.0817893920824857,0.0780782275635516,0.0269603544786651,0.0209972149848331,0.0155400531438874,1.0666027475807096,0.9446548919785578,639.2809967041015,630.4102001953125,552.6008996582032,0.0780782275635516,0.0269603544786651,0.136545052760977,1,69.79794761291414,4.738758309529658,1.6841760767765424,3.054582232753116,639.2809967041015,677.4609650515274,601.1010283566757,0.1194465924820784,0.8527893705134477,17.58071027483259,0.033967767220981,78.0,Extreme Greed,16.309999465942383,62026.078125,38055562075,0.0076755998930302,0.0805730318337636,0.1493153946045275,69.53339787354332,47.71395252824981,99.86465308448497,92.73319528998574,-0.13534691551503064,7.807822756355165,638.5099914550781,1,0.020997214984833132,0.015540053143887423,1.3511675147064892,0.015590474109602143,17.599993896484374,27.339183498061914,14.415141820659807,29.809181502027126,12.924041677402107,36.0,44.0,-8.0,0.08,-0.29670772695898806,1.107823514171296,10839600,61.39680264525328,3463890.563308184,540.2213291446226,1063845.0,1.0666027475807096,1,0.9520962397349085,-0.5538211546005063,1,0,0,0,0.004082691637499785,0.00892055197191149,0.6878487248577883,0,0,0,670.489990234375,607.1799926757812,0.006409323825497822,0.08861934589717158,0.0817893920824857,666.2999877929688,620.239990234375,0.07426157339707924,0.998262763914784,0.0269603544786651,670.489990234375,607.1799926757812,0.9325537877758079,8.969970703125,15.298495483398437,0.5863302514197556,0.004293676757327996,755959800.7568359,0.013519172122268275,0.0004825346478375996,0.004099428339299171,73.4,71.5,0,1,7.0,17.591999816894532,20.097499942779542,0,0,-1.0420815872954379,0.0805730318337636,0.1493153946045275,0.03779663558294397,1,0.7834801337600825,69.79794761291414,47.71395252824981,44.144579869251665,25.65336774366248,4.738756567502151,1.6841735149715213,0,17.58071027483259,0.8527893705134477,0.1194465924820784,0,29.809181502027126,99.86465308448497,48.25
2021-10-19,680.25,680.25,687.6900024414062,672.2899780273438,672.4000244140625,1472500,0.0210591545042815,0.0812550581285811,0.0739320172292166,0.0398196076228822,0.0214011797640077,0.0157092230679148,1.3389893699247983,1.0,640.58349609375,632.2559997558594,553.3679995727539,0.0739320172292166,0.0398196076228822,0.1644128479732556,1,71.58514392269474,7.349896307830136,2.817320122987261,4.532576184842875,640.58349609375,682.5008949021121,598.6660972853879,0.1308725531143795,0.9731508279843084,17.924281529017858,-0.0052039368281422,75.0,Greed,15.699999809265137,64261.9921875,40471196346,0.036047967727284,0.1210796282755373,0.169075314466135,97.383880569464,53.57568945332389,90.48836688496883,95.39806982016671,-9.511633115031168,7.393201722921661,643.1929931640625,1,0.021401179764007655,0.015709223067914845,1.3623321580886003,0.015704886331773263,18.09599609375,35.33910590066644,13.015055698788732,29.57522076021365,22.324050201877707,100.0,40.0,60.0,0.6,0.5241271513745258,1.1211340112216723,12312100,69.88118754458053,3513613.131219596,540.9688176672154,1099710.0,1.3389893699247983,1,0.9392798639112904,-0.345093480816296,1,0,1,0,0.011539839156100698,0.4831162757516428,0.007145857938917381,0,0,0,687.6900024414062,607.1799926757812,0.0109371590465362,0.10741640179966006,0.0812550581285811,687.6900024414062,630.0,0.09157143244667659,0.8710348045319845,0.0398196076228822,687.6900024414062,607.1799926757812,0.9075891002489621,15.4000244140625,15.490997314453125,0.9941273696880867,0.01571591161612227,1001668125.0,0.02290306938564178,0.009276296092437915,0.011674561720574093,72.8,73.1,0,0,-3.0,16.761999702453615,19.66449990272522,0,0,-1.2743627223873137,0.1210796282755373,0.169075314466135,0.03702061810988177,1,0.7826084389501068,71.58514392269474,53.57568945332389,46.704297926342214,24.880845996352527,7.349894694841737,2.8173177509455645,0,17.924281529017858,0.9731508279843084,0.1308725531143795,0,29.57522076021365,90.48836688496883,46.83001708984375
2021-10-20,681.1099853515625,681.1099853515625,686.72998046875,671.1799926757812,684.22998046875,872400,0.0012642195539322,0.0652163931725309,0.0822263906261728,0.0278577835318469,0.0212514656634733,0.0156910991197316,0.7912745742726922,1.0,641.506494140625,634.3621997070312,554.1136996459961,0.0822263906261728,0.0278577835318469,0.1697092703862031,1,70.90081050657962,9.380503014796204,4.12995670134905,5.250546313447154,641.506494140625,686.1913571967648,596.8216310844853,0.1393122703021128,0.9431421347446192,18.394282749720983,-0.0240048977956156,82.0,Extreme Greed,15.489999771118164,65992.8359375,40788955582,0.0269341751022882,0.0714175138068744,0.2048737355511427,100.0,55.221997964171564,91.58781076456216,93.98027691133865,-8.41218923543783,8.222639062617286,648.3679931640625,1,0.02125146566347325,0.015691099119731603,1.3543643757083574,0.01571487570485301,18.1324951171875,33.21294736190948,13.113530575769333,29.506136125579363,20.099416786140146,100.0,36.0,64.0,0.64,1.4514958661301627,1.0978249444308992,13184500,63.98225752434299,3755416.656738592,541.4066455063665,1102525.0,0.7912745742726922,1,0.7674540189822511,-0.34735660768900495,0,0,0,0,0.0045807508101310245,0.160771830388859,0.6385852392933261,0,0,0,687.6900024414062,607.1799926757812,0.009660726213619377,0.1085433986665479,0.0652163931725309,687.6900024414062,648.5999755859375,0.060268313794115215,0.8316701824183271,0.0278577835318469,687.6900024414062,607.1799926757812,0.9182708198769441,15.54998779296875,15.527496337890625,1.001448492054913,0.0015956836114458845,594200351.2207031,0.022726259060317434,0.005850761438809261,-0.004559863213023879,75.2,74.5,0,1,12.0,16.13199977874756,19.395499849319457,0,0,-1.3166465636059066,0.0714175138068744,0.2048737355511427,0.03216393208038786,1,0.8187495794707219,70.90081050657962,55.221997964171564,48.99628492574493,21.904525580834687,9.380501521288352,4.129954505014122,0,18.394282749720983,0.9431421347446192,0.1393122703021128,0,29.506136125579363,91.58781076456216,51.75
2021-10-21,686.3400268554688,686.3400268554688,687.2899780273438,676.8699951171875,680.0,649500,0.0076787033172134,0.0510083703110237,0.0759030054591218,0.0333023051519032,0.0212947929028966,0.0157035133427811,0.5950935703323637,1.0,642.6124969482422,636.685,555.0091497802734,0.0759030054591218,0.0333023051519032,0.1765493367272097,1,69.76229375978315,11.281745164271456,5.560314393933531,5.721430770337925,642.6124969482422,690.6348151786824,594.590178717802,0.1494596462362543,0.9552834131975402,17.632856096540177,0.0019815037712334,84.0,Extreme Greed,15.010000228881836,62210.171875,45908121370,-0.0573193136612958,0.0216446872860187,0.0822023162920952,100.0,56.869755316537976,98.27413060831474,93.45010275261524,-1.7258693916852703,7.5903005459121875,653.2099975585937,1,0.02129479290289658,0.015703513342781094,1.356052778640507,0.01577645338851454,18.261495971679686,31.463172453625297,12.095919599540519,30.729265991035515,19.36725285408478,100.0,32.0,68.0,0.68,2.4506087453741676,1.0629938264368148,13834000,63.196727335385226,4286491.647513013,541.7397884867595,1091425.0,0.5950935703323637,1,0.5746221089054817,-0.4069998683163865,0,0,0,0,0.009237442969072019,0.09116628885725833,0.30038483842058095,0,1,0,687.6900024414062,607.1799926757812,0.0019669195050775923,0.11533646746841594,0.0510083703110237,687.6900024414062,654.9000244140625,0.050068677362901104,0.958829628223241,0.0333023051519032,687.6900024414062,607.1799926757812,0.9832322019352941,10.41998291015625,15.674496459960938,0.6647730558218019,0.012881708005895767,445777847.44262695,0.015323504279641544,-0.0016296712358277478,0.009323568905101103,78.0,75.3,0,1,14.0,15.761999702453613,19.21449990272522,0,0,-1.4661370942503757,0.0216446872860187,0.0822023162920952,0.03756443939454562,1,0.7865257711436908,69.76229375978315,56.869755316537976,50.600332219906655,19.161961539876494,11.281743781393857,5.5603123602900695,0,17.632856096540177,0.9552834131975402,0.1494596462362543,0,30.729265991035515,98.27413060831474,48.4200439453125
2021-10-22,686.6500244140625,686.6500244140625,692.969970703125,683.4199829101562,686.0,928500,0.0004516676085672,0.0353901384201669,0.111839770414998,0.030526372004016,0.0212947387803331,0.0157031474773621,0.8343367539492839,1.0,643.6294982910156,638.7866003417969,555.8853498840332,0.111839770414998,0.030526372004016,0.1708985437136223,1,78.39425238281247,12.667484600423222,6.981748435231469,5.685736165191753,643.6294982910156,694.5395860817226,592.7194105003085,0.1581968754567186,0.9225147509065948,16.273568289620535,0.0161799824605597,75.0,Greed,15.43000030517578,60692.265625,38434082775,-0.0243996472642762,-0.0139935165772016,0.0829964163412275,100.0,57.402099791011636,92.18118306932323,94.0143748140667,-7.818816930676771,11.183977041499805,660.1169982910156,1,0.021294738780333073,0.01570314747736213,1.35608092651692,0.01569794382785756,18.138995361328124,35.42552627193883,10.973069300352607,32.5306752364863,24.452456971586223,100.0,28.000000000000004,72.0,0.72,3.4538873428688763,1.0455830974968072,14762500,70.34996357377432,3986074.8663387084,542.2272961303886,1112860.0,0.8343367539492839,1,0.521138806170079,-0.3742727773670839,1,0,0,0,0.000946660439744663,0.6617753264266587,0.27015920289901385,1,0,0,692.969970703125,607.1799926757812,0.009204028346835763,0.11573586093744806,0.0353901384201669,692.969970703125,657.3300170898438,0.054219269905043735,0.822672432247292,0.030526372004016,692.969970703125,607.1799926757812,0.92633234750278,9.54998779296875,15.551995849609375,0.6140683090015499,0.0005407012278961956,637554547.668457,0.013921265004327624,-0.0004954204070344184,0.0009475574549016035,78.8,75.4,0,0,4.0,15.58799991607666,19.098499917984007,0,0,-1.2625759523271758,-0.0139935165772016,0.0829964163412275,0.03939604035913683,1,0.7550404708421766,78.39425238281247,57.402099791011636,53.41259118299983,24.981661199812635,12.667483319980988,6.981746552228254,0,16.273568289620535,0.9225147509065948,0.1581968754567186,0,32.5306752364863,92.18118306932323,69.07000732421875
2021-10-25,688.8499755859375,688.8499755859375,693.469970703125,684.5,686.6500244140625,586100,0.0032038900366344,0.033967767220981,0.1185353623348701,0.0604870653596545,0.0203344504105345,0.0157032133885198,0.5342558156493838,1.0,645.5939971923829,640.8069995117188,556.6813996887207,0.1185353623348701,0.0604870653596545,0.1717327364334888,1,75.73590464255979,13.784313772367796,8.342261502658735,5.442052269709061,645.5939971923829,700.3542623893907,590.833731995375,0.1696430432598635,0.8949577146671508,15.373565673828123,-0.0099731369103176,72.0,Greed,15.239999771118164,63039.82421875,31064911614,0.0346128236844363,-0.044747458974891,0.0234743025628214,100.0,59.77760569760696,94.31944225559283,94.92491864441025,-5.680557744407172,11.853536233487016,667.4169982910156,1,0.02033445041053446,0.01570321338851984,1.2949228866367175,0.015538396994694309,17.5824951171875,37.039446426834495,11.61545710309906,34.10212061190527,25.423989323735434,100.0,24.0,76.0,0.76,4.193533623487421,1.0385876420880895,15348600,69.5050170108155,3968431.7265221546,542.5360050427154,1097040.0,0.5342558156493838,1,0.41597475921620725,-0.45489288055398297,1,0,0,0,0.0031936579078829406,0.5150513050815165,0.23969135298440433,0,0,0,693.469970703125,607.1799926757812,0.006706823373634761,0.11855989809782247,0.033967767220981,693.469970703125,671.1799926757812,0.03321013479332227,0.7927321816324798,0.0604870653596545,693.469970703125,607.1799926757812,0.9464596558858376,8.969970703125,15.310995483398438,0.5858515674471364,0.005985717376554558,403734970.69091797,0.013063380738651141,0.0,0.0032038900366344256,77.6,75.5,0,0,-6.0,15.373999977111817,18.922499895095825,0,0,-1.299958915869017,-0.044747458974891,0.0234743025628214,0.03803646929948449,1,0.7259914351412814,75.73590464255979,59.77760569760696,55.75100493386713,19.98489970869266,13.784312586773126,8.342259759137228,0,15.373565673828125,0.8949577146671508,0.1696430432598635,0,34.10212061190527,94.31944225559283,73.0
2021-10-26,676.7100219726562,676.7100219726562,693.0,675.5499877929688,692.6900024414062,1108500,-0.0176235088096722,-0.0052039368281422,0.0756282751109707,0.1047965787151408,0.0155430588579486,0.0158884967787285,1.0526815602668502,0.948219430320274,648.8034973144531,642.7368005371094,557.449649810791,0.0756282751109707,0.1047965787151408,0.1574222069762787,1,70.45005338007934,13.533806837961492,9.380570569719287,4.153236268242205,648.8034973144531,702.9223970975818,594.6845975313245,0.1668267819367165,0.7578260530982087,15.59428187779018,0.0146000569845434,76.0,Extreme Greed,15.979999542236328,60363.79296875,34878965587,-0.0424498526632005,-0.029679694664081,-0.0086774150878108,67.89216081927042,56.010150722710264,79.39264996135114,88.63109176208906,-20.607350038648864,7.56282751109707,672.175,1,0.01554305885794859,0.015888496778728486,0.978258615299443,0.014823431503617191,16.476995849609374,36.51520259975386,15.275734605477172,34.58770651076477,21.23946799427669,96.0,20.0,76.0,0.76,4.1158275632929895,0.9746889449139093,14240100,68.75811025490619,3007312.4702061573,543.0878459211361,1053025.0,1.0526815602668502,0,0.15659391980247073,-0.34669524362948057,0,0,0,0,0.023614221675286054,0.01776489064396417,0.06647755691655503,0,0,1,693.469970703125,607.1799926757812,0.024766810282508225,0.10274715467371118,-0.0052039368281422,693.469970703125,671.1799926757812,0.03321013479332227,0.24809487430140828,0.1047965787151408,693.469970703125,607.1799926757812,0.8057717812240278,17.45001220703125,14.841494750976562,1.175758405728173,-0.01672564983030448,750133059.3566895,0.025191661703688764,0.005574547421885895,-0.023069454463653424,77.8,75.3,0,1,1.0,15.429999923706054,18.558999872207643,0,0,-0.9754110170934833,-0.029679694664081,-0.0086774150878108,0.0401309727521327,1,0.7255241968780783,70.45005338007934,56.010150722710264,57.9331722715261,12.516881108553243,13.533805740188654,9.380568955347513,0,15.594281877790179,0.7578260530982087,0.1668267819367165,0,34.58770651076477,79.39264996135114,47.58001708984375
2021-10-27,664.760009765625,664.760009765625,684.8300170898438,663.6099853515625,675.7000122070312,1500500,-0.0176589851177261,-0.0240048977956156,0.0396459825242101,0.0756286022414385,0.016316219069697,0.0160989331628684,1.406780296637978,0.8972490181201145,651.1404968261719,644.3872009277344,558.2073997497558,0.0396459825242101,0.0756286022414385,0.1370027713549197,1,61.26218231977696,12.230031977248018,9.950462851225032,2.2795691260229844,651.1404968261719,703.6758366933659,598.6051569589779,0.1613640685021586,0.6296223929823463,15.752855573381696,0.0344635248931544,73.0,Greed,16.979999542236328,58482.38671875,43657076893,-0.0311677937629597,-0.0364112112720294,-0.0498952069606998,48.437540825124756,52.374494361722334,64.69940188066131,79.47049803253509,-35.300598119338694,3.9645982524210144,674.7100036621093,1,0.016316219069696963,0.01609893316286843,1.0134969134060197,0.01497956316493617,16.704995727539064,30.434389137766942,20.535949278877887,34.49808250149377,9.898439858889056,92.0,16.0,76.0,0.76,3.8577228288005063,0.878352806943088,12739600,59.717145935263,1669452.3431887932,543.7708683238342,1066620.0,1.4067802966379779,0,-0.03374416928969624,-0.25009397398770933,0,1,0,0,0.01645707064307821,0.4302540634914243,0.054195225918905625,0,0,0,693.469970703125,609.469970703125,0.04318845976854458,0.0831729319608044,-0.0240048977956156,693.469970703125,663.6099853515625,0.04499628699188951,0.038513897462522435,0.0756286022414385,693.469970703125,609.469970703125,0.6582147507440477,21.22003173828125,15.06949462890625,1.40814488215,-0.01254385017314051,997472394.6533203,0.03140451584271917,-0.001492529640215394,-0.01619062045843842,76.0,75.6,0,0,-9.0,15.727999877929687,18.279999876022337,0,0,-0.571635597718171,-0.0364112112720294,-0.0498952069606998,0.041419476691855514,1,0.697618266253782,61.26218231977696,52.374494361722334,59.079751839554106,2.1824304802228554,12.230030960791737,9.950461356436358,0,15.752855573381696,0.6296223929823463,0.1613640685021586,0,34.49808250149377,64.69940188066131,25.35003662109375
